Project ID,n_modules,n_entities,integ_simple,integ_complex,n_reports,n_cemli,n_dm_objects,duration_months,team_size,integ_coverage_ratio,dm_coverage_ratio,complexity,industry,deviation_pct,overrun_flag,Project Health
OFP-0221,2,12,40,9,15,0,34,29,26,1.4179176755447942,1.5067199418815838,VH,Healthcare,25.4,1,SMOOTH
OFP-0222,4,12,25,12,53,16,33,18,23,0.7999510284035259,0.8905216752387951,H,Telecom,20.4,1,NORMAL
OFP-0223,3,12,33,2,38,1,22,21,20,2.0,1.5692307692307692,M,Manufacturing,45.5,1,TROUBLED
OFP-0224,3,8,22,5,118,1,39,29,24,0.9305555555555556,1.1390503875968991,H,Energy & Utilities,0.0,0,NORMAL
OFP-0225,4,3,9,5,35,10,26,19,12,1.0681854903861692,1.0698012603005331,VH,Manufacturing,17.4,1,NORMAL
OFP-0226,6,5,32,3,23,3,40,11,26,0.800302571860817,0.800453514739229,L,Manufacturing,-10.1,0,SMOOTH
OFP-0227,5,5,16,5,27,2,8,14,27,0.9995066600888012,1.7159763313609468,M,Public Sector,25.7,1,NORMAL
OFP-0228,4,3,34,11,98,21,26,29,27,1.3549307253463732,0.8001222493887531,M,BFSI,14.9,1,NORMAL
OFP-0229,4,1,17,6,32,14,21,15,29,1.865877712031558,0.9511834319526628,L,Consumer Goods,17.9,1,NORMAL
OFP-0230,4,5,25,11,64,15,7,29,20,1.6828463713477853,0.8,M,Healthcare,43.3,1,TROUBLED
OFP-0231,3,2,17,9,120,15,30,16,27,0.800060771801884,1.7010027347310848,H,Telecom,10.5,1,NORMAL
OFP-0232,4,2,37,10,79,5,22,17,14,0.8361375274323336,2.0,VH,BFSI,11.1,1,NORMAL
OFP-0233,2,2,18,9,39,33,40,24,37,1.7295081967213113,0.8001068947087119,H,Logistics,29.0,1,SMOOTH
OFP-0234,5,5,24,7,85,1,7,14,17,0.8000946297610598,1.347764371894961,H,Telecom,34.5,1,TROUBLED
OFP-0235,4,5,9,9,17,23,38,10,18,2.0,0.8,M,Energy & Utilities,23.0,1,CRITICAL
OFP-0236,5,2,26,11,72,29,34,28,10,0.9983996799359873,0.7998799879987999,H,BFSI,31.8,1,TROUBLED
OFP-0237,6,5,12,7,19,6,37,20,34,1.1091617933723197,1.1883040935672513,M,Healthcare,15.0,1,NORMAL
OFP-0238,2,5,16,6,25,34,30,15,12,0.7999999999999999,1.1713954834973945,H,Retail,42.6,1,NORMAL
OFP-0239,4,1,6,2,53,12,9,17,14,2.0,1.7651715039577835,M,Public Sector,29.4,1,NORMAL
OFP-0240,3,3,36,3,101,34,15,18,14,0.8001150417026172,1.3235547886108714,H,Manufacturing,56.6,1,CRITICAL
OFP-0241,5,1,33,13,52,8,22,20,10,1.1835220616946505,1.9648506151142355,M,Retail,66.8,1,CRITICAL
OFP-0242,3,3,18,5,74,5,32,24,27,1.5611077664057798,0.8681120144534777,M,Retail,7.0,0,NORMAL
OFP-0243,5,5,24,11,78,9,40,15,24,0.8680042238648363,1.853295310519645,H,Telecom,18.9,1,NORMAL
OFP-0244,5,20,12,8,82,10,17,23,24,0.799953639313862,1.7239221140472878,H,BFSI,39.9,1,TROUBLED
OFP-0245,3,1,17,8,31,27,21,19,40,0.8,1.7044512026541334,VH,Telecom,20.8,1,TROUBLED
OFP-0246,4,3,12,9,82,13,16,16,11,0.8000987166831195,0.8001480384900074,M,Retail,9.4,0,TROUBLED
OFP-0247,2,5,36,9,106,21,32,20,31,0.7999139414802066,1.1990964827363668,VH,Consumer Goods,22.7,1,TROUBLED
OFP-0248,6,5,35,10,62,12,5,30,28,1.8846812559467174,1.1001712328767124,H,Public Sector,34.5,1,NORMAL
OFP-0249,6,3,12,9,94,34,20,17,21,2.0,2.0,M,Logistics,37.4,1,CRITICAL
OFP-0250,2,3,19,5,43,7,23,12,15,1.128037128037128,1.4234234234234235,VH,Telecom,25.9,1,TROUBLED
OFP-0251,3,1,5,10,119,29,25,14,26,0.837586310417292,1.8937415578568213,H,Logistics,11.0,1,TROUBLED
OFP-0252,6,2,15,2,80,25,26,23,38,1.603334625823963,0.7999418435591743,H,Retail,36.2,1,NORMAL
OFP-0253,2,8,11,12,110,9,29,23,18,1.866842452208306,1.4085064292779428,M,Healthcare,22.1,1,NORMAL
OFP-0254,4,1,12,9,92,32,19,10,38,2.0,0.9211764705882353,L,Professional Services,29.6,1,TROUBLED
OFP-0255,2,8,12,2,26,13,15,12,24,2.0,1.1869300911854104,H,Retail,56.3,1,CRITICAL
OFP-0256,4,1,18,4,87,35,18,28,30,1.4686998394863564,2.0,L,Manufacturing,12.0,1,TROUBLED
OFP-0257,2,2,22,3,78,7,40,23,12,1.355475763016158,2.0,VH,Telecom,29.9,1,SMOOTH
OFP-0258,6,2,23,10,44,6,8,15,28,1.7884615384615385,2.0,L,Consumer Goods,27.5,1,NORMAL
OFP-0259,3,3,19,6,91,5,24,23,28,0.7997616209773539,1.7397137745974955,M,Logistics,1.0,0,SMOOTH
OFP-0260,6,5,38,5,32,4,28,14,40,0.7999566301637211,1.2641509433962266,VH,Consumer Goods,12.6,1,NORMAL
OFP-0261,4,2,27,2,22,27,36,16,13,2.0,1.841723874904653,H,Manufacturing,30.5,1,TROUBLED
OFP-0262,3,3,26,2,30,12,35,18,15,1.5415754923413567,1.367816091954023,L,Healthcare,16.7,1,NORMAL
OFP-0263,2,2,22,14,24,16,20,23,20,1.8243348982785603,0.7998826291079812,H,Consumer Goods,41.5,1,TROUBLED
OFP-0264,4,3,8,10,64,3,24,13,25,0.991644908616188,1.0783085356303836,M,Energy & Utilities,7.5,0,CRITICAL
OFP-0265,4,8,38,11,57,15,22,16,32,0.7999999999999999,0.948933419521655,M,Retail,4.8,0,SMOOTH
OFP-0266,3,3,37,14,12,10,22,14,26,0.8528638991066737,0.9101654846335697,M,Telecom,9.9,0,SMOOTH
OFP-0267,3,2,7,10,40,18,7,30,17,1.5788194444444443,1.2385416666666667,H,Energy & Utilities,7.3,0,SMOOTH
OFP-0268,3,5,29,12,42,35,18,24,22,1.6177033492822968,1.4249820531227566,M,Logistics,25.5,1,NORMAL
OFP-0269,4,1,20,9,92,25,11,26,16,1.394842868654311,1.1366384522370012,L,Consumer Goods,-1.7,0,SMOOTH
OFP-0270,2,8,11,10,47,6,37,23,17,0.8002936857562409,0.8546255506607929,M,Energy & Utilities,0.7,0,NORMAL
OFP-0271,4,2,28,3,15,9,16,23,29,0.8099260823653643,2.0,L,Energy & Utilities,-1.1,0,TROUBLED
OFP-0272,2,3,25,9,64,30,31,29,29,1.4916039374638104,0.8003472222222222,M,Public Sector,21.9,1,CRITICAL
OFP-0273,4,12,12,2,54,23,13,19,37,1.3575860124083472,2.0,H,Manufacturing,28.5,1,TROUBLED
OFP-0274,2,3,13,13,77,19,35,23,29,0.8000744601638123,0.9631490787269682,H,Telecom,33.8,1,TROUBLED
OFP-0275,5,1,18,8,89,3,19,22,19,1.4441402685438665,1.5254204145482988,VH,Logistics,53.7,1,TROUBLED
OFP-0276,4,20,7,11,111,30,7,11,28,1.4986425339366516,1.3414799728445348,M,Manufacturing,6.1,0,SMOOTH
OFP-0277,4,5,15,10,76,33,26,24,16,0.8609095307208514,1.1698113207547167,H,Healthcare,-0.8,0,NORMAL
OFP-0278,2,3,35,6,107,28,13,13,39,0.7999999999999999,2.0,H,BFSI,28.0,1,TROUBLED
OFP-0279,3,2,30,15,19,14,29,24,13,0.7998979070954568,1.003062787136294,M,Retail,-4.4,0,NORMAL
OFP-0280,5,8,32,9,37,3,18,10,35,1.9355904211395543,0.8004956629491945,L,Consumer Goods,15.1,1,TROUBLED
OFP-0281,5,5,29,15,11,35,17,12,17,0.7999271137026239,1.9289617486338797,M,Retail,30.6,1,CRITICAL
OFP-0282,3,3,28,2,48,19,37,13,39,1.5373134328358207,1.4226091763405198,VH,Healthcare,19.9,1,NORMAL
OFP-0283,2,8,18,5,109,29,40,22,15,0.7999999999999999,0.7997829625610418,H,Consumer Goods,10.5,1,NORMAL
OFP-0284,2,20,20,10,60,12,30,11,35,0.9556638246041413,0.9499451954694922,VH,Public Sector,20.4,1,NORMAL
OFP-0285,5,5,14,2,89,34,10,28,32,1.8426356589147286,1.4186046511627908,L,Manufacturing,10.6,1,TROUBLED
OFP-0286,4,3,6,8,19,31,9,16,34,1.220081135902637,1.2403041825095056,M,Public Sector,-2.0,0,NORMAL
OFP-0287,4,1,13,6,45,30,17,12,30,0.7999040307101727,1.2224622030237582,M,Manufacturing,-6.1,0,NORMAL
OFP-0288,4,8,33,4,14,32,21,28,34,0.79995004995005,1.6142322097378277,H,Public Sector,9.8,0,TROUBLED
OFP-0289,3,3,11,10,45,4,31,23,28,1.6899488926746167,0.9049079754601227,H,Telecom,60.1,1,NORMAL
OFP-0290,3,5,30,3,81,20,36,29,11,0.7998963193364438,0.8001555209953345,M,Telecom,33.8,1,TROUBLED
OFP-0291,2,1,26,13,88,24,22,15,16,1.62846458424989,0.837677334213131,VH,BFSI,13.2,1,SMOOTH
OFP-0292,3,3,18,2,95,13,34,22,20,1.3835341365461848,0.7996987951807228,L,Healthcare,14.6,1,NORMAL
OFP-0293,6,1,38,9,55,16,12,27,13,1.7836805555555557,0.7999999999999999,M,Manufacturing,53.5,1,NORMAL
OFP-0294,3,1,22,5,18,34,11,18,22,0.7997946611909651,0.7996918335901386,L,Healthcare,25.8,1,TROUBLED
OFP-0295,6,1,35,8,52,1,16,18,12,0.7998511904761905,0.9068080357142858,M,Public Sector,7.6,0,TROUBLED
OFP-0296,3,1,27,6,100,21,38,29,38,1.7631968426245683,0.8002958579881657,M,Professional Services,14.1,1,TROUBLED
OFP-0297,3,20,24,5,15,33,26,29,15,0.8405797101449275,0.8003220611916264,M,Telecom,30.9,1,NORMAL
OFP-0298,5,8,8,6,27,22,23,26,17,0.8,0.9263157894736843,M,Manufacturing,43.7,1,NORMAL
OFP-0299,3,3,24,6,20,19,34,27,19,0.9268973214285715,0.7999999999999999,M,Healthcare,18.1,1,TROUBLED
OFP-0300,2,1,38,9,117,3,10,11,25,1.4057217165149543,0.8001949317738791,M,Telecom,-1.3,0,NORMAL
OFP-0301,3,1,5,4,87,7,38,13,23,1.0618448637316562,1.2285115303983227,H,Professional Services,11.4,1,NORMAL
OFP-0302,6,2,11,11,73,23,22,22,32,0.799929676511955,0.8001054852320675,M,Healthcare,10.4,1,NORMAL
OFP-0303,4,3,37,3,32,9,27,30,29,2.0,0.8091985428051002,VH,Healthcare,29.4,1,TROUBLED
OFP-0304,4,1,35,7,107,14,20,13,19,1.3068006182380216,0.7995365005793743,L,Retail,41.6,1,CRITICAL
OFP-0305,3,12,11,5,14,8,5,21,34,1.181547619047619,2.0,L,BFSI,35.4,1,TROUBLED
OFP-0306,3,3,15,6,19,34,20,26,40,0.7997756590016825,0.7996632996632996,M,Energy & Utilities,27.3,1,TROUBLED
OFP-0307,3,3,13,6,102,2,11,11,39,1.4193899782135078,0.8099128540305011,H,Consumer Goods,34.5,1,TROUBLED
OFP-0308,4,3,8,5,39,5,5,17,34,1.3357400722021662,0.799638989169675,M,Public Sector,12.1,1,SMOOTH
OFP-0309,4,2,28,14,80,18,20,26,25,0.7999152183128444,1.249205340114431,M,Public Sector,27.5,1,NORMAL
OFP-0310,5,12,8,6,119,24,36,10,32,0.9247856586126266,1.2187134502923977,M,Consumer Goods,0.1,0,SMOOTH
OFP-0311,3,5,21,4,58,29,20,14,8,1.8286340852130327,1.7208646616541352,H,Telecom,42.4,1,TROUBLED
OFP-0312,6,3,31,2,84,5,22,29,28,1.2535211267605633,1.6828324903302587,H,Public Sector,29.5,1,NORMAL
OFP-0313,2,2,9,10,66,7,37,12,23,1.599320882852292,1.808402291534055,H,Logistics,22.9,1,NORMAL
OFP-0314,2,2,25,10,101,32,27,16,32,1.8045030203185064,1.3056013179571664,M,Consumer Goods,65.7,1,TROUBLED
OFP-0315,4,20,19,9,50,7,20,24,34,2.0,0.8000819336337567,H,Public Sector,22.7,1,NORMAL
OFP-0316,2,1,12,8,43,35,35,13,16,0.7998514667656889,1.3225626740947076,H,Healthcare,19.3,1,NORMAL
OFP-0317,3,3,33,8,90,28,32,19,38,0.9795692987299836,0.7999999999999999,H,Manufacturing,21.5,1,NORMAL
OFP-0318,3,2,23,6,72,28,19,15,26,1.931362196409715,2.0,M,Public Sector,37.3,1,TROUBLED
OFP-0319,3,12,12,9,65,31,21,12,16,2.0,1.0535224153705398,H,Energy & Utilities,37.7,1,TROUBLED
OFP-0320,3,12,17,6,70,9,36,15,39,0.8833718244803695,1.2294372294372293,M,Retail,5.1,0,NORMAL
OFP-0321,3,3,11,5,24,18,31,24,28,0.7997542997542997,0.7999999999999999,M,Telecom,6.4,0,NORMAL
OFP-0322,5,3,21,2,44,31,19,20,10,0.7999999999999999,1.3533133533133532,H,Telecom,14.8,1,NORMAL
OFP-0323,2,2,18,10,103,15,5,11,9,1.7139949109414758,1.7232824427480915,VH,Energy & Utilities,39.3,1,NORMAL
OFP-0324,3,5,31,2,11,34,14,13,33,2.0,1.2326359832635985,M,BFSI,28.8,1,TROUBLED
OFP-0325,2,3,6,8,108,14,33,21,38,0.8001658374792704,2.0,H,Public Sector,20.9,1,TROUBLED
OFP-0326,2,5,31,15,10,17,18,27,39,1.2915326902465167,0.9163987138263665,L,Public Sector,20.1,1,NORMAL
OFP-0327,6,8,31,8,11,18,12,23,26,0.8000733675715332,1.47220693450743,M,Logistics,6.7,0,NORMAL
OFP-0328,3,2,11,10,68,21,11,11,37,0.7998696219035202,1.374083129584352,H,Manufacturing,16.7,1,SMOOTH
OFP-0329,3,3,22,14,104,30,18,15,8,1.0913635101360732,1.1378592253227822,H,Logistics,37.7,1,SMOOTH
OFP-0330,4,12,22,13,28,27,40,24,39,1.3241788573005795,1.3800455392258333,VH,Consumer Goods,36.7,1,SMOOTH
OFP-0331,2,1,22,12,71,25,7,18,25,0.7999999999999999,0.799770510613884,H,Logistics,27.2,1,TROUBLED
OFP-0332,6,1,11,15,79,17,17,30,9,1.5875589066918003,0.8000565610859728,H,Manufacturing,56.2,1,TROUBLED
OFP-0333,3,3,26,9,82,5,34,12,15,1.722312263641275,2.0,M,Manufacturing,31.2,1,TROUBLED
OFP-0334,4,2,23,6,99,28,21,12,39,1.5618173875054608,0.844692005242464,M,Healthcare,12.4,1,NORMAL
OFP-0335,2,3,25,7,82,24,7,20,14,1.4735099337748345,1.1837140019860972,M,Logistics,22.3,1,CRITICAL
OFP-0336,6,2,28,11,53,30,30,19,10,0.7999646580667963,2.0,H,Telecom,27.5,1,CRITICAL
OFP-0337,2,5,17,4,48,19,10,15,23,1.0537124802527646,0.9206161137440758,M,Telecom,-4.2,0,SMOOTH
OFP-0338,2,12,30,14,51,18,32,29,33,2.0,0.8832179930795848,M,Telecom,10.1,1,NORMAL
OFP-0339,2,2,29,12,115,30,7,18,34,1.2086129753914987,1.052013422818792,M,Telecom,39.1,1,NORMAL
OFP-0340,5,5,33,10,57,30,26,27,31,0.836587129428778,0.7998915401301518,M,Energy & Utilities,-11.4,0,NORMAL
OFP-0341,4,3,24,12,14,7,27,11,33,0.7999033349444176,1.5808556925308195,M,Energy & Utilities,7.0,0,SMOOTH
OFP-0342,3,5,10,15,65,7,17,28,24,2.0,0.7998027613412227,H,Retail,50.5,1,NORMAL
OFP-0343,3,1,25,5,18,18,34,28,34,0.9852691218130312,1.5488530161427359,M,Public Sector,26.0,1,NORMAL
OFP-0344,4,3,14,11,84,10,27,28,35,0.8001880582980724,0.9125528913963328,M,Energy & Utilities,-11.1,0,SMOOTH
OFP-0345,3,3,11,12,97,20,37,27,33,1.2522658610271904,0.7998489425981873,M,Consumer Goods,1.0,0,NORMAL
OFP-0346,4,2,35,12,21,23,6,29,32,0.8000993295257015,1.6934823091247673,H,Manufacturing,21.8,1,TROUBLED
OFP-0347,2,8,9,14,63,16,39,13,9,1.3016170611670963,2.0,VH,Telecom,24.6,1,TROUBLED
OFP-0348,3,5,34,13,72,15,21,20,26,1.6305637982195846,0.8775964391691393,M,Energy & Utilities,28.3,1,TROUBLED
OFP-0349,2,3,14,11,11,16,28,26,33,0.8000832986255727,1.571517801374141,H,Healthcare,43.6,1,CRITICAL
OFP-0350,3,3,34,11,91,0,38,17,20,0.9973206311402204,0.86288521661456,H,Consumer Goods,21.8,1,SMOOTH
OFP-0351,2,2,20,11,107,30,34,13,11,1.1098961180973208,1.8022969647251843,M,Retail,28.0,1,TROUBLED
OFP-0352,3,20,21,14,62,17,36,30,19,1.4014450867052022,0.893368010403121,H,Consumer Goods,37.0,1,NORMAL
OFP-0353,3,2,37,6,50,33,35,13,27,1.7660979636763896,0.879851362510322,H,Healthcare,29.7,1,NORMAL
OFP-0354,6,3,31,2,107,25,8,23,30,2.0,1.004754358161648,M,Public Sector,33.9,1,TROUBLED
OFP-0355,6,12,29,13,100,31,20,18,32,1.2671404263837454,0.8797477856177751,VH,Consumer Goods,24.2,1,SMOOTH
OFP-0356,4,3,33,13,37,11,25,24,22,1.4000861945122827,1.0547413793103448,VH,BFSI,44.1,1,NORMAL
OFP-0357,3,3,12,10,30,32,10,28,37,0.7997977755308391,0.7999999999999999,L,BFSI,23.9,1,CRITICAL
OFP-0358,4,5,17,14,115,22,14,16,17,1.0128589798542649,0.8,M,Consumer Goods,25.1,1,NORMAL
OFP-0359,2,3,18,14,58,7,10,15,40,0.7999999999999999,1.0151679306608885,M,Telecom,31.4,1,NORMAL
OFP-0360,3,12,9,8,118,19,19,12,32,1.3379578246392898,2.0,M,Telecom,50.4,1,CRITICAL
OFP-0361,4,1,15,2,73,13,24,22,31,2.0,2.0,H,Retail,34.1,1,NORMAL
OFP-0362,3,5,28,11,95,6,35,25,20,1.3404907975460123,1.1633435582822085,M,Professional Services,13.6,1,NORMAL
OFP-0363,2,12,7,13,112,24,8,16,19,2.0,1.0225787284610812,H,Public Sector,61.1,1,TROUBLED
OFP-0364,2,8,36,14,80,29,11,20,24,1.2934782608695652,0.8003259983700082,M,Public Sector,26.3,1,NORMAL
OFP-0365,2,5,38,11,109,9,38,26,11,1.5572222222222223,0.8,M,Healthcare,12.7,1,NORMAL
OFP-0366,3,3,24,5,103,4,8,23,16,0.7998764669549104,1.8296296296296295,M,Manufacturing,40.2,1,TROUBLED
OFP-0367,6,1,34,4,19,21,22,11,32,2.0,0.8454054054054054,M,Healthcare,50.1,1,TROUBLED
OFP-0368,3,5,36,5,84,31,19,28,35,2.0,0.8002481389578164,L,Public Sector,6.7,0,CRITICAL
OFP-0369,5,5,32,12,13,13,16,10,29,1.4573542210617927,1.191253263707572,H,Manufacturing,33.5,1,CRITICAL
OFP-0370,4,5,19,7,116,19,11,12,33,1.5247524752475248,0.980461117624072,H,Public Sector,17.5,1,NORMAL
OFP-0371,4,5,30,15,43,9,26,27,30,0.7996781979082864,1.5929951690821258,L,BFSI,25.0,1,CRITICAL
OFP-0372,5,20,17,8,33,33,30,30,32,1.2974456407008657,2.0,H,Professional Services,16.3,1,TROUBLED
OFP-0373,4,5,40,15,38,29,22,28,11,1.5652565256525655,1.3111711103611203,H,Healthcare,14.1,1,NORMAL
OFP-0374,6,5,24,7,39,32,31,14,28,1.2286389733198244,0.9376899696048632,M,Healthcare,4.2,0,SMOOTH
OFP-0375,2,3,32,6,73,5,16,18,33,1.2987951807228915,1.1573236889692586,L,Public Sector,17.1,1,NORMAL
OFP-0376,4,3,39,5,54,6,14,29,31,1.4724893162393162,0.8000801282051282,H,Retail,56.8,1,TROUBLED
OFP-0377,4,2,36,5,111,25,7,21,11,1.3340592334494774,1.0862181580666233,M,Public Sector,22.5,1,TROUBLED
OFP-0378,2,1,10,6,85,34,16,30,28,1.3608179419525068,2.0,M,Energy & Utilities,-2.4,0,SMOOTH
OFP-0379,5,5,23,2,40,21,16,22,22,1.028187337380746,1.9687703318152248,M,Manufacturing,-0.7,0,TROUBLED
OFP-0380,3,5,30,2,99,28,13,17,12,1.9358305188824072,0.8000921234454168,H,Professional Services,14.5,1,NORMAL
OFP-0381,4,3,10,14,98,4,20,23,31,0.7998251748251748,0.799475753604194,L,BFSI,-15.5,0,SMOOTH
OFP-0382,2,2,40,7,17,7,9,23,9,1.0037064492216456,1.9699666295884315,M,Consumer Goods,4.9,0,NORMAL
OFP-0383,5,5,33,13,40,31,21,21,37,2.0,1.6117710583153348,M,Consumer Goods,23.3,1,TROUBLED
OFP-0384,6,3,26,7,95,25,13,26,21,2.0,2.0,VH,Professional Services,63.6,1,TROUBLED
OFP-0385,4,5,22,13,97,9,30,28,20,0.7999122422114963,1.379855167873601,M,Manufacturing,9.8,0,NORMAL
OFP-0386,2,1,40,4,29,10,31,13,34,1.2993890020366599,1.609979633401222,M,Public Sector,44.1,1,NORMAL
OFP-0387,4,20,28,3,32,8,24,22,17,2.0,2.0,H,Consumer Goods,59.6,1,TROUBLED
OFP-0388,2,20,34,12,20,21,40,11,16,1.3739977090492554,0.799828178694158,M,Public Sector,8.3,0,NORMAL
OFP-0389,4,2,33,12,20,20,37,13,9,1.3598308668076111,1.512999365884591,M,Logistics,37.6,1,TROUBLED
OFP-0390,2,12,5,8,111,14,18,11,13,0.8004778972520907,0.7992831541218639,L,BFSI,2.9,0,TROUBLED
OFP-0391,4,2,19,4,60,18,31,26,26,2.0,1.1613832853025934,M,BFSI,53.7,1,NORMAL
OFP-0392,3,2,27,13,113,30,28,25,27,2.0,1.2306458082631369,H,Consumer Goods,59.8,1,NORMAL
OFP-0393,3,2,6,8,70,9,22,20,20,2.0,0.8000605877006968,VH,Retail,34.9,1,NORMAL
OFP-0394,4,5,32,11,25,8,38,19,29,1.8211970074812966,1.2304526748971192,H,Retail,32.6,1,TROUBLED
OFP-0395,4,5,20,9,82,30,6,20,40,2.0,1.646124763705104,H,Consumer Goods,50.4,1,TROUBLED
OFP-0396,4,5,12,6,103,3,17,26,40,0.8228065161474707,2.0,H,Logistics,35.2,1,TROUBLED
OFP-0397,6,3,25,2,25,3,25,27,38,1.1300322061191626,0.8544685990338164,M,Consumer Goods,7.8,0,NORMAL
OFP-0398,3,20,26,3,62,21,9,25,33,1.6216484607745778,1.1231380337636543,H,Healthcare,5.7,0,NORMAL
OFP-0399,3,5,31,10,18,2,17,28,10,0.8001207729468599,0.907608695652174,M,Logistics,11.2,1,NORMAL
OFP-0400,6,5,37,14,61,13,16,13,10,1.1086404066073696,0.8894184938036224,L,Energy & Utilities,1.2,0,SMOOTH
OFP-0401,6,2,20,3,88,6,5,10,11,2.0,0.7999375780274658,H,Professional Services,25.9,1,CRITICAL
OFP-0402,2,1,20,9,84,35,22,18,9,0.800186741363212,1.4397759103641454,L,Professional Services,-5.7,0,SMOOTH
OFP-0403,2,12,17,5,98,28,5,30,10,1.205541770057899,1.195409429280397,H,Energy & Utilities,19.7,1,TROUBLED
OFP-0404,4,3,28,9,54,18,14,25,34,1.2688570106432207,0.8001387925052047,M,Public Sector,12.5,1,SMOOTH
OFP-0405,2,3,15,13,39,21,36,13,28,1.2007481296758105,0.9232927970065482,M,Consumer Goods,56.4,1,CRITICAL
OFP-0406,5,2,11,15,34,1,6,10,26,1.628310502283105,0.7999999999999999,M,Healthcare,8.8,0,NORMAL
OFP-0407,6,3,39,14,22,27,27,25,9,1.781461551813921,0.8000520697734965,H,Energy & Utilities,56.1,1,CRITICAL
OFP-0408,3,3,39,12,102,3,21,28,15,1.1654825340438129,1.1092362344582594,H,Professional Services,32.1,1,NORMAL
OFP-0409,2,12,6,9,73,23,32,10,31,0.9223689475790315,0.9375750300120048,H,Retail,34.0,1,NORMAL
OFP-0410,6,3,40,6,71,4,16,28,34,1.1695895162844478,0.8,H,Healthcare,5.7,0,SMOOTH
OFP-0411,6,2,40,12,90,34,9,14,16,0.8000622858922453,2.0,M,Professional Services,24.2,1,TROUBLED
OFP-0412,4,2,9,8,86,1,31,12,13,1.156083916083916,1.9945469798657718,H,Retail,15.7,1,TROUBLED
OFP-0413,2,12,25,5,82,12,27,19,20,1.2112482853223592,1.7294238683127572,M,Consumer Goods,47.5,1,TROUBLED
OFP-0414,4,5,36,7,41,25,35,18,37,1.1651182432432432,0.8353388220392653,M,Consumer Goods,-1.5,0,SMOOTH
OFP-0415,2,3,8,2,118,4,22,13,25,0.8,1.2206809583858764,M,BFSI,-0.1,0,SMOOTH
OFP-0416,4,2,29,5,79,1,15,12,25,0.8000556173526139,0.8001668752607427,H,Consumer Goods,6.2,0,SMOOTH
OFP-0417,2,2,36,8,111,33,26,20,9,0.8199473337722185,0.8,H,Manufacturing,16.3,1,TROUBLED
OFP-0418,6,5,20,12,99,4,33,10,32,1.0860856594928616,1.217836023653508,VH,Consumer Goods,23.9,1,NORMAL
OFP-0419,3,12,33,4,47,9,32,18,19,1.601010101010101,0.8787878787878788,L,Manufacturing,10.3,1,NORMAL
OFP-0420,2,2,5,7,119,10,22,26,9,1.8624813153961133,0.8004484304932736,M,Retail,27.8,1,TROUBLED
OFP-0421,2,3,36,12,106,25,40,27,33,2.0,0.8001514004542014,M,Retail,40.5,1,CRITICAL
OFP-0422,6,1,32,14,91,9,33,28,16,0.9048397645519947,0.91417361451692,M,Public Sector,10.8,1,NORMAL
OFP-0423,3,3,37,10,71,2,35,12,30,0.8001200480192078,0.9378658262044125,H,Telecom,30.4,1,NORMAL
OFP-0424,3,20,14,15,58,21,33,30,25,1.490689481630599,1.060377358490566,M,Logistics,45.1,1,TROUBLED
OFP-0425,4,20,36,3,20,29,26,29,31,1.2308037718904357,1.0363636363636364,M,BFSI,26.0,1,NORMAL
OFP-0426,6,12,39,10,56,26,30,23,29,2.0,2.0,VH,Healthcare,28.8,1,NORMAL
OFP-0427,4,2,29,15,20,6,10,12,8,0.8,1.5772005772005773,M,Retail,27.3,1,NORMAL
OFP-0428,3,2,38,3,116,18,13,12,37,1.7314524555903865,0.8001567398119123,M,Professional Services,35.6,1,NORMAL
OFP-0429,3,8,14,3,67,8,14,12,26,0.8002481389578164,0.7992565055762082,L,Manufacturing,-0.1,0,NORMAL
OFP-0430,4,5,16,2,110,10,21,23,13,2.0,1.6829035339063991,VH,Telecom,48.6,1,CRITICAL
OFP-0431,3,8,17,8,108,2,34,28,26,0.7999999999999999,0.800339847068819,M,Logistics,-1.6,0,NORMAL
OFP-0432,2,8,22,10,114,34,31,10,40,1.2186372320101888,1.8538216560509555,VH,Telecom,24.0,1,TROUBLED
OFP-0433,3,2,21,8,30,27,18,15,31,1.6923500275178867,1.9653465346534653,M,Retail,42.0,1,CRITICAL
OFP-0434,2,5,10,3,30,9,26,15,20,2.0,2.0,VH,Healthcare,62.5,1,TROUBLED
OFP-0435,4,1,17,2,83,22,6,21,29,0.9966620305980529,0.8460575719649562,H,Public Sector,24.0,1,TROUBLED
OFP-0436,3,20,22,7,118,26,9,26,31,0.7999390057944497,0.8000914913083258,H,Retail,12.8,1,NORMAL
OFP-0437,3,3,40,12,48,6,30,11,27,1.5566980023501762,2.0,H,Logistics,20.9,1,TROUBLED
OFP-0438,2,8,37,5,62,0,38,18,20,0.7999999999999999,0.7998783454987834,H,Retail,10.1,1,NORMAL
OFP-0439,3,2,21,13,26,11,12,17,16,2.0,0.8,M,Manufacturing,27.5,1,CRITICAL
OFP-0440,3,2,14,5,59,22,17,17,39,0.8,0.7996438112199465,M,Logistics,1.2,0,NORMAL
OFP-0441,4,2,35,8,44,10,35,17,36,1.3259185203699075,2.0,H,Professional Services,13.2,1,TROUBLED
OFP-0442,3,12,16,12,73,33,5,14,9,1.5830833833233353,1.8807917228969862,H,Logistics,22.6,1,TROUBLED
OFP-0443,2,3,20,10,52,31,19,23,9,0.8000745990302125,1.2216004476776723,H,Public Sector,17.4,1,NORMAL
OFP-0444,3,8,18,3,53,15,12,12,24,1.3198023296858452,1.980412916887242,H,BFSI,64.3,1,TROUBLED
